26434	26434	26434	0.386909	0.391952	0.393352	  280.4562	  273.2	  274.3787	  278.547	1.48225e-08	  100	7.41667
26435	26435	26435	0.38665	0.391746	0.393275	  281.6322	  273.3993	  274.3947	  278.5323	1.48225e-08	  100	7.45833
26436	26436	26436	0.386394	0.391544	0.393198	  281.915	  273.6333	  274.4254	  278.5179	1.48225e-08	  100	7.5
26437	26437	26437	0.386141	0.391345	0.393122	  282.1956	  273.9674	  274.4748	  278.504	1.48225e-08	  100	7.54167
26438	26438	26438	0.385976	0.391185	0.393055	  277.083	  273.9606	  274.5368	  278.4906	1.48225e-08	  100	7.58333
26439	26439	26439	0.385895	0.391065	0.392997	  269.7485	  273.6388	  274.561	  278.4775	1.48225e-08	  100	7.625
26440	26440	26440	0.385812	0.390946	0.392938	  268.7253	  273.5162	  274.5725	  278.4646	1.48225e-08	  100	7.66667
26441	26441	26441	0.385728	0.390828	0.39288	  269.0424	  273.4311	  274.5756	  278.4518	1.48225e-08	  100	7.70833
26442	26442	26442	0.385642	0.390712	0.392822	  269.1562	  273.3624	  274.5731	  278.4392	1.48225e-08	  100	7.75
26443	26443	26443	0.385555	0.390597	0.392764	  269.0722	  273.2975	  274.5658	  278.4266	1.48225e-08	  100	7.79167
26444	26444	26444	0.385466	0.390483	0.392706	  268.9307	  273.2359	  274.5544	  278.4141	1.48225e-08	  100	7.83333
26445	26445	26445	0.385377	0.39037	0.392648	  268.8293	  273.1773	  274.5394	  278.4015	1.48225e-08	  100	7.875
26446	26446	26446	0.385287	0.390258	0.392591	  268.7698	  273.1222	  274.5215	  278.3889	1.48225e-08	  100	7.91667
26447	26447	26447	0.385196	0.390147	0.392533	  268.6137	  273.0681	  274.501	  278.3764	1.48225e-08	  100	7.95833
26448	26448	26448	0.385105	0.390038	0.392475	  268.5045	  273.0152	  274.4784	  278.3637	1.48225e-08	  100	8
26449	26449	26449	0.385013	0.389928	0.392417	  268.4398	  272.9644	  274.4538	  278.351	1.48225e-08	  100	8.04167
26450	26450	26450	0.384921	0.38982	0.39236	  268.3008	  272.914	  274.4276	  278.3382	1.48225e-08	  100	8.08333
26451	26451	26451	0.384828	0.389713	0.392302	  268.183	  272.8639	  274.4	  278.3254	1.48225e-08	  100	8.125
26452	26452	26452	0.384735	0.389606	0.392244	  268.1014	  272.815	  274.3711	  278.3124	1.48225e-08	  100	8.16667
26453	26453	26453	0.384641	0.389499	0.392187	  268.5925	  272.7758	  274.3415	  278.2994	1.48225e-08	  100	8.20833
26454	26454	26454	0.384547	0.389394	0.392129	  268.8096	  272.7426	  274.312	  278.2863	1.48225e-08	  100	8.25
26455	26455	26455	0.384453	0.389289	0.392072	  268.8097	  272.7091	  274.2826	  278.273	1.48225e-08	  100	8.29167
26456	26456	26456	0.384349	0.389177	0.392013	  279.4464	  272.8335	  274.2592	  278.2597	1.48225e-08	  100	8.33333
26457	26457	26457	0.384048	0.388954	0.391927	  278.9567	  272.9482	  274.2487	  278.2464	1.48225e-08	  100	8.375
26458	26458	26458	0.383731	0.38872	0.391839	  280.8041	  273.1106	  274.2501	  278.2332	1.48225e-08	  100	8.41667
26459	26459	26459	0.383437	0.388499	0.391755	  282.3753	  273.3142	  274.2653	  278.2202	1.48225e-08	  100	8.45833
26460	26460	26460	0.383145	0.388282	0.391671	  282.7267	  273.5473	  274.2951	  278.2075	1.48225e-08	  100	8.5
26461	26461	26461	0.382855	0.388069	0.391588	  283.1195	  273.8658	  274.3432	  278.1952	1.48225e-08	  100	8.54167
26462	26462	26462	0.383214	0.387916	0.391519	  279.0761	  274.1435	  274.4121	  278.1834	1.48225e-08	  100	8.58333
26463	26463	26463	0.384171	0.387838	0.391461	  273.1577	  273.773	  274.4493	  278.1721	1.48225e-08	  100	8.625
26464	26464	26464	0.385065	0.387781	0.391404	  272.3266	  273.7361	  274.4794	  278.161	1.48225e-08	  100	8.66667
26465	26465	26465	0.388409	0.38777	0.391346	  273.8998	  273.7668	  274.5064	  278.1503	1.48225e-08	  100	8.70833
26466	26466	26466	0.397195	0.387949	0.39129	  274.7531	  273.8384	  274.5363	  278.1398	1.48225e-08	  100	8.75
26467	26467	26467	0.406486	0.388533	0.391234	  275.0406	  273.9184	  274.5688	  278.1296	1.48225e-08	  100	8.79167
26468	26468	26468	0.409736	0.389621	0.391181	  276.531	  274.1026	  274.6083	  278.1198	1.48225e-08	  100	8.83333
26469	26469	26469	0.408705	0.390646	0.39113	  278.1466	  274.829	  274.6847	  278.1104	1.48225e-08	  100	8.875
26470	26470	26470	0.40815	0.391548	0.391082	  280.1077	  275.8155	  274.8242	  278.102	1.48225e-08	  100	8.91667
26471	26471	26471	0.407782	0.392365	0.391037	  281.704	  276.7453	  275.021	  278.095	1.48225e-08	  100	8.95833
26472	26472	26472	0.407396	0.393106	0.390995	  282.4703	  277.452	  275.2534	  278.0895	1.48225e-08	  100	9
26473	26473	26473	0.407043	0.393779	0.390956	  282.8719	  277.9962	  275.506	  278.0858	1.48225e-08	  100	9.04167
26474	26474	26474	0.406719	0.39439	0.39092	  283.1204	  278.4266	  275.7677	  278.0838	1.48225e-08	  100	9.08333
26475	26475	26475	0.406497	0.394947	0.390887	  283.0627	  278.7248	  276.0288	  278.0837	1.48225e-08	  100	9.125
26476	26476	26476	0.406414	0.395464	0.390857	  282.9127	  278.9337	  276.2817	  278.0853	1.48225e-08	  100	9.16667
26477	26477	26477	0.406929	0.395961	0.390829	  282.7247	  279.0819	  276.5225	  278.0885	1.48225e-08	  100	9.20833
26478	26478	26478	0.407869	0.396491	0.390804	  282.5464	  279.1921	  276.7492	  278.0933	1.48225e-08	  100	9.25
26479	26479	26479	0.408716	0.397056	0.390783	  282.3414	  279.2689	  276.9607	  278.0995	1.48225e-08	  100	9.29167
26480	26480	26480	0.411597	0.397696	0.390764	  282.3481	  279.3693	  277.158	  278.107	1.48225e-08	  100	9.33333
26481	26481	26481	0.415619	0.398684	0.390749	  282.5177	  279.5209	  277.3478	  278.1158	1.48225e-08	  100	9.375
26482	26482	26482	0.418416	0.400047	0.390742	  282.6439	  279.6717	  277.5306	  278.1256	1.48225e-08	  100	9.41667
26483	26483	26483	0.418763	0.401642	0.390744	  282.9301	  279.8606	  277.7086	  278.1367	1.48225e-08	  100	9.45833
26484	26484	26484	0.417882	0.402972	0.390756	  283.4107	  280.1166	  277.8881	  278.1488	1.48225e-08	  100	9.5
26485	26485	26485	0.41717	0.404051	0.390776	  283.8387	  280.3837	  278.07	  278.162	1.48225e-08	  100	9.54167
26486	26486	26486	0.416213	0.404921	0.390805	  284.0523	  280.6073	  278.2529	  278.1764	1.48225e-08	  100	9.58333
26487	26487	26487	0.415622	0.405602	0.39084	  284.1409	  280.7797	  278.4315	  278.1918	1.48225e-08	  100	9.625
26488	26488	26488	0.415547	0.406186	0.39088	  284.2447	  280.9425	  278.6056	  278.2083	1.48225e-08	  100	9.66667
26489	26489	26489	0.416532	0.406752	0.390925	  284.3753	  281.1023	  278.7751	  278.2258	1.48225e-08	  100	9.70833
26490	26490	26490	0.417984	0.407444	0.390976	  284.39	  281.2323	  278.9391	  278.2442	1.48225e-08	  100	9.75
26491	26491	26491	0.419101	0.408247	0.391034	  284.364	  281.339	  279.0961	  278.2635	1.48225e-08	  100	9.79167
26492	26492	26492	0.422815	0.40923	0.3911	  284.3759	  281.4398	  279.2458	  278.2837	1.48225e-08	  100	9.83333
26493	26493	26493	0.426413	0.41125	0.391183	  284.4688	  281.5547	  279.3899	  278.3047	1.48225e-08	  100	9.875
26494	26494	26494	0.42741	0.414021	0.391296	  284.5713	  281.6736	  279.5292	  278.3264	1.48225e-08	  100	9.91667
26495	26495	26495	0.427048	0.416667	0.391455	  284.6088	  281.7799	  279.6639	  278.3488	1.48225e-08	  100	9.95833
26496	26496	26496	0.427414	0.418482	0.391662	  284.5882	  281.8642	  279.7928	  278.3719	1.48225e-08	  100	10
26497	26497	26497	0.427846	0.420109	0.391914	  284.5683	  281.939	  279.9155	  278.3956	1.48225e-08	  100	10.0417
26498	26498	26498	0.42608	0.421352	0.392213	  284.5124	  281.9989	  280.0319	  278.4199	1.48225e-08	  100	10.0833
26499	26499	26499	0.42476	0.421377	0.39254	  284.4131	  282.0381	  280.141	  278.4446	1.48225e-08	  100	10.125
26500	26500	26500	0.424065	0.421166	0.392859	  284.3082	  282.065	  280.2426	  278.4699	1.48225e-08	  100	10.1667
26501	26501	26501	0.42324	0.420871	0.393165	  284.1587	  282.0742	  280.3363	  278.4955	1.48225e-08	  100	10.2083
